Année;Lieux;Championnat;Code_Course;Distance;Finale;Position;Temps;Club1;Club2;Club3;Club4;Rameur1;Rameur2;Rameur3;Rameur4;Rameur5;Rameur6;Rameur7;Rameur8;Barreur
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FA;4.0;03:53.21;Collège Gaston Defferre Marseille;;;;Colas CHEVILLARD;Sebastien GOZZI;Alexandre GABASTON;Jonathan CHAMBEL;;;;;Gabriel BASCOU
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FA;5.0;03:54.52;Collège Anna de Noailles Larche;;;;Victorien SAINTPEYRE;Dylan DENIMAL;Thomas REBOUL;Benjamin LAFON;;;;;Bastien RABINEL
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FA;6.0;04:04.27;Collège Buvignier Verdun;;;;Thomas MANGIN;Jeremy MARTIN;Robin COLLINOT;Nicolas MARIE;;;;;Arnaud PERIDONT
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FB;1.0;03:52.88;Collège LãOnard de Vinci Montauroux;;;;Medhi MESSOUS;Vincent MISIRACA;Sandro MARCOS;Karl SCOUTHEETEN;;;;;Victor CRISPON
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FB;2.0;03:54.10;Collège le Chamandier GiãRes;;;;Flavien ORELLE;Martin FOURNA;Theo LUNATTI;Mathieu VERGHADE;;;;;Noe THOREL
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FB;3.0;03:54.41;Collège Carpeaux Valenciennes;;;;Loic BOSQUELLE;Denis GROS;Loic LEFEBVRE;Julien PROFICO;;;;;Vianney BONTE
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FB;4.0;03:54.72;Collège les Touleuses Cergy;;;;Clement MEUROT TOCNY;Kilian BOUTICOURT;Diego GUITEREZ;Youcef BECHAREF;;;;;Melissa HEUDE
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FB;5.0;03:55.76;Collège de l'Arc Dole;;;;Adel DEHAS;Paul MAZOYER;Samuel FLAMBARD;Tristan DEPEYRE;;;;;Lucie CARON
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FB;6.0;04:12.13;Collège Jules Ferry Joinville le Pont;;;;Theo ALBERT;Florian CHAIGNAUD;Xavier COLL;Victor LEGAL;;;;;Vincianne MARTEL
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FC;1.0;03:54.74;Collège Notre-Dame Pont Ã Mousson;;;;Gauthier LOUIS;Antoine BEL;Martin KOWALSKI;Julien DUFRESNE;;;;;Figen CELEBI
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FC;2.0;03:55.03;Collège Mercier Saint Paul Meulan;;;;Yvan BOVE;Walter LAMBERTINI;Antoine LECHEVALLIER;Adrien REGNIER;;;;;Timothee SALMIN
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FC;3.0;03:59.23;Collège Pierre Brossolette le Perreux sur Marne;;;;Antoine VITTE;Guillaume FADIE;Raphael PELLOILLE;Maxime MEHIO;;;;;Lucas BENOIT
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FC;4.0;03:59.80;Collège de la Salle Amiens;;;;Thomas HNATYSZYN;Theophile LUSSON;Julien PIOTTE;Clement JUST;;;;;Augustin DOUILLON
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FC;5.0;04:06.03;Collège FranãOis Mitterrand Soustons;;;;Antoine CALIMAS;Thomas DUVIGNACQ;Hugo COSTREJEAN;Andy COSTES;;;;;Tom FELIX
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FC;6.0;04:07.44;Collège Notre Dame Reims;;;;Aurelien BIVERT;Charles BURETTE;Antoine POMAR;Edouard JOLY;;;;;Mathis SANTOS
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FD;1.0;03:59.64;Collège du Lac de l'Uby Cazaubon;;;;Morgan CHECCHIN;Julien BARTHE;Florent NAGEL;Pierre LIENARD;;;;;Thomas SABLE
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FD;2.0;04:00.11;Collège Loquidy Nantes;;;;Florent COULET;Nicolas PARE;Antoine PERCEVEAU;Leo BEZIER;;;;;Simon MASCLET
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FD;3.0;04:02.07;Collège la Madeleine le Mans;;;;Sylvain BABINET;Arthur DELABI;Alexis BARON;Luc LEGEAIS;;;;;Thomas COINCON
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FD;4.0;04:02.82;Collège IrãNe Joliot Curie Aigues Mortes;;;;Simon FELICES;Yoan FAIT;Clement PIERRE;Dylan BRIANT;;;;;Gabrielle ASNON
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FD;5.0;04:17.71;Collège IrãNe Joliot Curie Aigues Mortes;;;;Johan PINTO;Romain MARTINEZ;Erwan CUVELLIER;Kelvin CROUZET;;;;;Remi VARRAINE
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FD;6.0;04:19.28;Collège Pierre Brossolette le Perreux sur Marne;;;;Aubin NOIREZ;Maxime ROCHARD;Wanchaloem LUANGRAT;Noah HADJADJ;;;;;Thomas DEMOURA
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FE;1.0;04:08.00;Collège Buvignier Verdun;;;;Maxime FRANCOIS;Remi CROSBIE;Charly LECLAIRE;Antoine MANGIN;;;;;Richard HELMSETTER
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FE;2.0;04:19.80;Collège Notre-Dame Pont Ã Mousson;;;;Quentin OLIGER;Alexandre HOLZAMMER;Alexandre COPS;Richard MOREAU;;;;;Claire ZINS
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FE;3.0;04:21.52;Collège Roland Garros Nice;;;;Renan CEZARD;Mathieu CABOT;Aymeric JOSIEN;Mickael COLOMBIE;;;;;Julia PELLEGRENI
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FE;4.0;04:21.80;Collège Gaston Defferre Marseille;;;;Yann DESMURGER;Nicolas GOZZI;Clement MADAR;Loic BANA;;;;;Oceane DUBUISSON
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FE;5.0;04:26.88;Collège de l'Arc Dole;;;;Dylan PETITJEAN;Matthieu DEFIORIDO;Romain JACQUOT;Maxime GRAS;;;;;Justine HENRIOT
2011;Bourges;Championnat de France UNSS;CG4Yx;1000;FE;6.0;04:33.29;Collège Jules Ferry Joinville le Pont;;;;Alexandre ROSSIGNOL-TOLLARD;Louis PASQUIER;Geoffrey JARRIGE;Rayane BOUTAHAR;;;;;Jules DURAND
2011;Bourges;Championnat de France UNSS;LF4x;1000;FA;1.0;03:41.78;Lycée Louis Armand Chambéry;;;;Laurine VINCENT;Anne-Elise COMMUNAL;Sandrine VINCENT;Manon KUSTER;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FA;2.0;03:45.54;Lycée Margueritte Verdun;;;;Margot BREME;Axelle CESARONI;Auriane HUSSON;Constance LAURENT;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FA;3.0;03:51.01;Lycée Uruguay France Avon;;;;Emma BREAVOINE;Lea LAPOUILLE;Emmeline TREUIL;Gabrielle CAPELLE;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FA;4.0;03:54.18;Lycée Maine de Biran Bergerac;;;;Camille DUTHU;Rozenn ROUAIX;Lauriane CHAPELLET;Segolene ROUSSEAUX;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FA;5.0;03:54.93;Lycée Sacre-Coeur Amiens;;;;Morgane BOURBIER;Maeva DOLLET;Juliette BARONE;Lucie DHALLEINE;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FA;6.0;04:04.55;Lycée Victor Hugo Château Gontier;;;;Anais GAUME;Ophelie GANDUBERT;Marion DESERT;Orianne LIVENAIS;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FB;1.0;03:53.61;Lycée la Haie Griselle Gérardmer;;;;Marion FETET;Melanie GUISTI;Leonore TIXIER;Justine SCHMITT;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FB;2.0;04:02.31;Lycée Louis Armand Chambéry;;;;Melanie OCCELLI;Malorie DUFAYARD;Anaelle REVIL;Manon CASALI;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FB;3.0;04:02.71;Lycée Victor Hugo Château Gontier;;;;Rose BOULAIT;Camille FERRON;Annelyse ANGEARD;Emilie PRUDHOMME;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FB;4.0;04:08.81;Lycée Margueritte Verdun;;;;Marion JANDIN;Anais LAURENT;Camille PIQUET;Veronica ROMAN;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FB;5.0;04:09.45;Lycée la Merci Littoral la Grande Motte;;;;Lisa BELREPAYRE;Rachel AVANDETTO;Alizee CURTIL;Sarah LECUSSON;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FC;1.0;04:01.85;Lycée Toulouse Lautrec Toulouse;;;;Caroline CHULIA;Mallory CALS;Coline FONVIEILLE;Elisa GROUSSET;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FC;2.0;04:03.99;Lycée Édouard Branly Nogent sur Marne;;;;Marion PENNETIER;Agathe LEROUX;Laura RETMAN;Romane LEBEAU;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FC;3.0;04:16.58;Lycée Jacques Prévert Dôle;;;;Manon MARGUET;Fanny BOURGEOIS;Coralie BALZ;Charlene MARIETTA;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FC;4.0;04:22.07;Lycée Daudet Alphonse Tarascon;;;;Juliette DESCHAMPS;Johanna ONESTA;Cynthia TOROSJAN;Marion GINOUX;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FD;1.0;04:20.25;Lycée la Merci Littoral la Grande Motte;;;;Charlotte LIMOGE;Cassandra FRASCA;Alexia BENEZECH;Ioanina GRUSENMEYER;;;;;Deborha RICOVERI
2011;Bourges;Championnat de France UNSS;LF4x;1000;FD;2.0;04:21.08;Lycée Blaise Pascal Rouen;;;;Salome CHAUMETON;Emma ARCHERAY;Olivia OTT;Camille CARON;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FD;3.0;04:34.98;Lycée Jacques Prévert Dôle;;;;Julie BLONDEY;Laurie LESCALIER;Cindy CASAGRANDE;Ophelie BOUE;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FD;4.0;04:43.93;Lycée Sacre-Coeur Amiens;;;;Marie CAYEUX;Sarah ARMAND;Ines MARQUILLY;Lou MARTIN;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FD;5.0;04:45.84;Lycée Michelet Nantes;;;;Clara LE BOUTER;Lucie BIORET;Lucie DOUILLARD;Maud GAUDIN;;;;;
2011;Bourges;Championnat de France UNSS;LF4x;1000;FD;6.0;04:47.67;Lycée Jean Lurçat Martigues;;;;Maryne HERSELIN;Delphine RIBEYRON;Julie DELLION;Camille VIRET;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FA;1.0;03:14.49;Lycée la Haie Griselle Gérardmer;;;;Thibaut LECOMTE;Lucas LEHNARD;Lucas WINKELMANN;Quentin PIERRE;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FA;2.0;03:14.59;Lycée Uruguay France Avon;;;;Hugo LABORDE;Jean NOURY;Benjamin DUPLAY;Sebastien PILLOU;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FA;3.0;03:20.23;Lycée Maine de Biran Bergerac;;;;Mathieu FRIGO;Anthony MARCHE;Youri CHOFFARD;Quentin STENDER;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FA;4.0;03:21.80;Lycée Bernard Palissy Saintes;;;;Matthieu BROTHIER;Thomas CERTENAIS;Jeremy POITOU;Amaury AUGUIN;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FA;5.0;03:25.00;Lycée Louis Armand Chambéry;;;;Remi LEFRANC;Philae NOEL;Leo BAUMEL;Adrien DE HEAULME;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FA;6.0;03:29.16;Lycée Édouard Branly Nogent sur Marne;;;;Raphael JEAN BART;Quentin GOUDIER;Thomas FADIE;Frederic PERSONAT;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FB;1.0;03:29.98;Lycée Margueritte Verdun;;;;Florian AUBRY;Alexandre BARTHE;Antoine MAINDIAUX;Lucas MATHIEU;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FB;2.0;03:33.22;Lycée Maine de Biran Bergerac;;;;Nicolas KHADRI;Vincent MORIN;Florentin DAMAISIN;Matthias BOUGEL;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FB;3.0;03:35.49;Lycée Victor Hugo Château Gontier;;;;Arthur MAIOLA;Valentin MAUSSION;Louis FERRON;Paul BRESTEAUX;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FB;4.0;03:36.20;Lycée Toulouse Lautrec Toulouse;;;;Clement GERAUD;Aurelien TOULOUSE;Jules MINAUD;Corentin DUTREY;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FB;5.0;03:45.96;Lycée Blaise Pascal Rouen;;;;Romain PHILIPPE;Simon DELARUE;Antoine MALLARD;Theo TOUPIN;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FB;6.0;03:46.61;Lycée Jean Lurçat Martigues;;;;Bastien TRESSE;Louis AURADON;Jeremy ROGIER;Enzo GRASSI;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FC;1.0;03:29.03;Lycée Sacre-Coeur Amiens;;;;Amandio MOTA DA SILVA;Theotime ROUSSEAU;Thibaut CHARDIN;Gauthier BOUTON;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FC;2.0;03:34.08;Lycée la Haie Griselle Gérardmer;;;;Simon BONNE;Clement BONNE;Pierre Louis VUILLEMIN;Guillaume VERCELLONE;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FC;3.0;03:36.76;Lycée Édouard Branly Nogent sur Marne;;;;Julien FONTAINE;Joachim BOCAZ;Loic MARQUAIRE;Paul MAISONDIEU;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FC;4.0;03:45.33;Lycée Uruguay France Avon;;;;Dimitri LIMOUSIN;Baptiste ROUXEL;Axel BOURGUIGNON;Florian BOURGUIGNON;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FC;5.0;03:51.30;Lycée Blaise Pascal Rouen;;;;Nicolas PLESSIS;Thomas GOUBERT;Alexandre DELCOUR;Corentin PARIS;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FC;6.0;03:53.89;Lycée Daudet Alphonse Tarascon;;;;Yann CORNEC;Francois MENDY;Abdelhadi BOUZAHOUENE;Stanislas TUNORFE;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FD;1.0;03:39.05;Lycée la Merci Littoral la Grande Motte;;;;Lucas GALINDO;Clement BELLOC;Baptiste COIN;Robin GUICHARD-MARSAL;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FD;2.0;03:53.60;Lycée Jacques Prévert Dôle;;;;Maxime DEMONTFAUCON;Antoine PERNOT;Xxx ANGONIN;Ersan ELVEREN;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FD;3.0;03:56.39;Lycée Jean Lurçat Martigues;;;;Pierre SAURINE;Yoann BREST;Thomas PEREY;Yann CALVEZ;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FD;4.0;04:03.11;Lycée Bernard Palissy Saintes;;;;Florian NAVARRO;Alexandre ETRILLARD;Evan SLANKA;Etienne DAUNAS;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FD;5.0;04:06.46;Lycée Michelet Nantes;;;;Antoine FERREIRA;Adrien AURAY;Alban MUSTIERE;Florent VRIGNAUD;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FD;6.0;04:14.82;Lycée Toulouse Lautrec Toulouse;;;;Marc Adrien TRONCHE;Quentin BEAUTES;Julien POREE;Maxime HELL-CASTRO;;;;;
2011;Bourges;Championnat de France UNSS;LG4x;1000;FE;1.0;05:14.28;Lycée Michelet Nantes;;;;Yoann DERENNES;Alexis GOISLOT;Dimitri LEGER;Antoine LORION;;;;;Benjamin DYON
2011;Vichy;Championnat de France cadet;FC1x;1500;FA;1.0;06:42.77;SNBS;;;;Juliette BATTE;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FA;2.0;06:47.32;CALY;;;;Julie PIGNOT;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FA;3.0;06:47.40;ATOU;;;;Marion COLARD;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FA;4.0;06:56.39;SRRE;;;;Rose VALETTE;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FA;5.0;07:00.90;Avirons d'Armor;;;;Capucine LEMEE;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FA;6.0;07:01.29;ASET;;;;Zoe TEXIER;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FB;1.0;06:29.59;COMA;;;;Alexandra TURCHI;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FB;2.0;06:33.39;ENCA;;;;Emma LEMOINE;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FB;3.0;06:33.89;AVAL;;;;Charlotte PORCHIER;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FB;4.0;06:34.07;CACS;;;;Manon GIRARD;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FB;5.0;06:37.72;SNLA;;;;Julia LEARY;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FB;6.0;06:43.77;ACAL;;;;Lisa FENIE;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FC;1.0;07:09.80;COMA;;;;Laure HAVAS;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FC;2.0;07:17.32;SNMO;;;;Noemie SERRA;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FC;3.0;07:19.23;CNMI;;;;Margaux HOUEIX;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FC;4.0;07:22.17;CCDG;;;;Marianne ROBERT;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FC;5.0;07:22.23;CACO;;;;Lou REMY;;;;;;;;
2011;Vichy;Championnat de France cadet;FC1x;1500;FC;6.0;07:23.48;SPNC;;;;Maude MOISSINAC;;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FA;1.0;06:01.12;ACLA;;;;Agathe BORDIER;Estelle CATTIN-MASSON;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FA;2.0;06:02.81;ACOO;;;;Justine GUILLOIS;Flavie BOUBAULT;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FA;3.0;06:05.34;AVIL;;;;Floriane PASQUET;Justine GRASSET;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FA;4.0;06:05.73;ABAY;;;;Margaux LAFOREST;Manon ROUCOU;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FA;5.0;06:09.39;ASED;;;;Morgane FIRMIN;Orianne ADDAM;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FA;6.0;06:15.60;CYRC;;;;Jennifer BECHADE;Clemence MAHIEU;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FB;1.0;06:13.52;RCCA;;;;Sirine BEN EL RHAZI;Mathilde MEOT;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FB;2.0;06:18.51;CAM;;;;Anna GATTY;Gisele BALDASSERONI;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FB;3.0;06:19.26;SNSO;;;;Elena COUTANT;Marie ROYANT;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FB;4.0;06:21.74;CCDG;;;;Manon HOUCKE;Cecile GASTELLU;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FB;5.0;06:30.38;SPDU;;;;Priscillia MOREEWS;Eloise ESTER;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FB;6.0;06:39.42;ENCA;;;;Aurore DUPETIT;Estelle DUAMELLE;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FC;1.0;06:51.94;CNAN;;;;Ambre MOTA;Lea CHARLETY;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FC;2.0;06:54.16;ACLL;;;;Julia -Marie GUINAMARD;Eleonore COLLET;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FC;3.0;07:05.11;AMMH;;;;Laura DUCHAT;Mathilde SALMIN;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FC;4.0;07:12.69;Tours Aviron Club;;;;Anne JOUBERT;Lucie PONTONNIER;;;;;;;
2011;Vichy;Championnat de France cadet;FC2-;1500;FC;5.0;07:28.59;CNME;;;;Melike GELEP;Marie SCHOENMAEKERS;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FA;1.0;05:39.39;MACL;;;;Emilie QUEHAN;Elise WOMMELSDORF;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FA;2.0;05:44.63;SNCC;;;;Marie LORY;Lea CHATEL;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FA;3.0;05:49.09;CACO;;;;Lea PARODI;Julie VOIRIN;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FA;4.0;05:50.73;AGRE;;;;Sandra GRIFFON;Coraline MAGNIN;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FA;5.0;05:56.46;Emulation Nautique de Vernon;;;;Selma DHAOUADI;Tiffany GALETTE;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FA;6.0;06:02.60;ACAN;;;;Anne Lise FONTAINE;Victoria BLIN;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FB;1.0;05:55.91;ABOU;;;;France SIMON;Ombeline LEDUC;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FB;2.0;06:03.93;ENO;;;;Florine LEVEL;Laura DUPONT;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FB;3.0;06:08.80;ASLA;;;;Anouk SIRLIN;Margaux COLLIGNON;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FB;4.0;06:10.02;CNCB;;;;Amandore MARASTONI;Aurore FERRARINI;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FB;5.0;06:10.63;VOA;;;;Manon VITOUX;Lorraine DE LA TOUSCHE;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FB;6.0;06:11.18;RCCM;;;;Marine BESSON;Myriam SOLTANI;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FC;1.0;06:38.41;BRAC;;;;Jade LELAMER;Lucie SERRES;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FC;2.0;06:41.09;AUNV;;;;Manon ZWISLER;Marie ULIANA;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FC;3.0;06:44.94;ENB;;;;Amelie SAUGNIER;Carole VOLLANT;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FC;4.0;06:46.57;PA66;;;;Ninon TORRES;Alix VAUFREY;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FC;5.0;06:50.51;CASG;;;;Romy WINKLER;Melisande CARATIS;;;;;;;
2011;Vichy;Championnat de France cadet;FC2x;1500;FC;6.0;06:50.59;ADEC;;;;Amel AYAD;Cyrielle JOANNARD;;;;;;;
2011;Vichy;Championnat de France cadet;FC4+;1500;FA;1.0;05:36.90;GUSA;;;;Axelle BRASSEUR;Maelys LEROY;Ophelie SANCHE;Camille AGEZ;;;;;Cheyenne AMAZ
2011;Vichy;Championnat de France cadet;FC4+;1500;FA;2.0;05:43.20;PA66;;;;Lea CAVAIGNAC;Chloe MARTIN;Manon BRUNELLE;Anne CEBRIA;;;;;Jean-Pierre IZART
2011;Vichy;Championnat de France cadet;FC4+;1500;FA;3.0;05:44.34;SNNA;;;;Lea CINI;Andrea-Jennifer BAYON;Fergie NICOLAY;Jade JUBERT;;;;;Jacinthe BEC
2011;Vichy;Championnat de France cadet;FC4+;1500;FA;4.0;05:44.47;CNAN;;;;Charlotte BERTIN;Noemie PERRIN;Inga HEHL;Anais LAROCHE;;;;;Guillaume PETIOT
2011;Vichy;Championnat de France cadet;FC4+;1500;FA;5.0;05:51.03;SHA;;;;Jade TORRE;Manon SEJOURNANT;Mathilde LECOMTE;Loana BLANCHET;;;;;Julie ROBERT
2011;Vichy;Championnat de France cadet;FC4+;1500;FA;6.0;05:57.86;CNAR;;;;Amelie DOSSIER;Iza BELHACHEMI;Victoire GASPERINI;Pauline ESTRIGOS;;;;;Aline COINTREL
2011;Vichy;Championnat de France cadet;FC4+;1500;FB;1.0;05:46.99;RREM;;;;Marie BERQUET;Morgane GAUDEY;Victorine PONCELET;Noemie LOBET;;;;;Laura HERY
2011;Vichy;Championnat de France cadet;FC4+;1500;FB;2.0;05:50.63;ASTC;;;;Alizee JOUGLAIN;Candice SALOMON;Maeva DAVID;Alice RENAUD;;;;;Albin DIAMANTOPOULOS
2011;Vichy;Championnat de France cadet;FC4+;1500;FB;3.0;05:54.24;AUNV;;;;Julia NEOLLIER;Sandra MARILLER;Josephine LECONTE;Marie LANGIN;;;;;Linda OSMANI
2011;Vichy;Championnat de France cadet;FC4+;1500;FB;4.0;05:57.52;CNVS;;;;Soazig LE SEYEC;Julie BALEYNAUD;Eloise DECOUR;Fanny PIROT;;;;;Valerie NOEL
2011;Vichy;Championnat de France cadet;FC4+;1500;FB;5.0;05:57.57;AMJ;;;;Elsa VAIEDELICH;Marjolaine POIRRET;Elsa VANDEVELDE;Cyrielle SAUVE;;;;;Meadhbh BOYLE
2011;Vichy;Championnat de France cadet;FC4+;1500;FB;6.0;06:02.73;ASG;;;;Melanie GUISTI;Marie BAATARD;Leonore TIXIER;Delphine BOURQUIN;;;;;Pierre-Louis VUILLEMIN
2011;Vichy;Championnat de France cadet;FC4+;1500;FC;1.0;06:31.43;ARLC;;;;Clemence LAFARGE;Gwyneth HOWROYD;Marianne REBAUDO;Shorianne DAIKHI;;;;;Maxime PETIT
2011;Vichy;Championnat de France cadet;FC4+;1500;FC;2.0;06:35.43;SNBS;;;;Lucie GILLET;Sarra HAMZE;Albane PENOU;Johanna PUSTOC'H;;;;;Victor GEROUDET-DALLE
2011;Vichy;Championnat de France cadet;FC4+;1500;FC;3.0;06:38.54;SNE;;;;Justine ASSIE;Sarah FAZAA;Caroline LAVADO;Amelie PETIT;;;;;Tristan DERVAL
2011;Vichy;Championnat de France cadet;FC4+;1500;FC;4.0;06:41.39;ABEA;;;;Manon CARRARA;Julie VEDEL;Clemence VEDEL;Cassandre BESSON-BAILLET;;;;;Audrey MARIE
2011;Vichy;Championnat de France cadet;FC4+;1500;FC;5.0;06:42.75;CSNB;;;;Elodie DUDOGNON;Aline AURIAT;Marie GOURICHON;Eve WEMELLE;;;;;Bastien RABINEL
2011;Vichy;Championnat de France cadet;FC4+;1500;FC;6.0;07:02.11;ENB;;;;Azilis MATAGUEZ;Coline PRAT;Camille MARTIN;Claire ELIE;;;;;Sarah TEXIER
